Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Difficulty in raising or sourcing funds,All Maori authorities,Percent,17,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Uncertainty around future policy direction,All Maori authorities,Percent,24,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Uncertainty about the future of the New Zealand Emissions Trading Scheme,All Maori authorities,Percent,17,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Risks around adopting new technologies,All Maori authorities,Percent,15,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Lack of viable technology,All Maori authorities,Percent,19,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Lack of appropriate personnel and / or skills,All Maori authorities,Percent,15,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Other,All Maori authorities,Percent,4,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Did not see any barriers,All Maori authorities,Percent,19,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Don't know,All Maori authorities,Percent,30,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Lack of necessary infrastructure,Maori authorities - primary industries (6-29 employees),Percent,10,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Lack of information to support decision-making,Maori authorities - primary industries (6-29 employees),Percent,35,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Difficulty in raising or sourcing funds,Maori authorities - primary industries (6-29 employees),Percent,20,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Uncertainty around future policy direction,Maori authorities - primary industries (6-29 employees),Percent,35,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Uncertainty about the future of the New Zealand Emissions Trading Scheme,Maori authorities - primary industries (6-29 employees),Percent,25,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Risks around adopting new technologies,Maori authorities - primary industries (6-29 employees),Percent,25,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Lack of viable technology,Maori authorities - primary industries (6-29 employees),Percent,30,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Lack of appropriate personnel and / or skills,Maori authorities - primary industries (6-29 employees),Percent,15,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Other,Maori authorities - primary industries (6-29 employees),Percent,C,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Did not see any barriers,Maori authorities - primary industries (6-29 employees),Percent,15,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Don't know,Maori authorities - primary industries (6-29 employees),Percent,35,2021
