Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2021.03,Non-corporate business enterprises,121,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,583972
2021.03,Non-corporate business enterprises,121,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2021.03,Non-corporate business enterprises,121,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,5
2021.03,Non-corporate business enterprises,121,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,3503
2021.03,Non-corporate business enterprises,121,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,525847
2021.03,Non-corporate business enterprises,121,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,180037
2021.03,Non-corporate business enterprises,121,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,345810
2021.03,Non-corporate business enterprises,121,Closing balance net worth,LE00000,B900000,-0
2021.03,Non-corporate business enterprises,121,Closing balance total liabilities and net worth,LE00000,L000000,714003
2021.03,Corporate business enterprises,141,Closing balance total assets,LE00000,A000000,995454
2021.03,Corporate business enterprises,141,Financial assets Closing balance Total financial assets,LE00000,AFA0000,354658
2021.03,Corporate business enterprises,141,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Corporate business enterprises,141,Financial assets Closing balance currency and deposits,LE00000,AFA0200,55189
2021.03,Corporate business enterprises,141,Financial assets Closing balance debt securities,LE00000,AFA0300,12011
2021.03,Corporate business enterprises,141,Financial assets Closing balance loans,LE00000,AFA0400,62331
2021.03,Corporate business enterprises,141,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,98523
2021.03,Corporate business enterprises,141,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,2916
2021.03,Corporate business enterprises,141,Financial assets Closing balance financial derivatives,LE00000,AFA0700,4662
2021.03,Corporate business enterprises,141,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,119026
2021.03,Corporate business enterprises,141,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,1037368
2021.03,Corporate business enterprises,141,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Corporate business enterprises,141,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2021.03,Corporate business enterprises,141,Financial liabilities Closing balance debt securities,LE00000,AFL0300,43131
2021.03,Corporate business enterprises,141,Financial liabilities Closing balance loans,LE00000,AFL0400,271111
2021.03,Corporate business enterprises,141,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,609721
2021.03,Corporate business enterprises,141,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2021.03,Corporate business enterprises,141,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,4855
2021.03,Corporate business enterprises,141,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,108550
2021.03,Corporate business enterprises,141,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,640796
2021.03,Corporate business enterprises,141,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,375707
2021.03,Corporate business enterprises,141,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,265089
2021.03,Corporate business enterprises,141,Closing balance net worth,LE00000,B900000,-41914
2021.03,Corporate business enterprises,141,Closing balance total liabilities and net worth,LE00000,L000000,995454
2021.03,Central bank,211,Closing balance total assets,LE00000,A000000,82906
2021.03,Central bank,211,Financial assets Closing balance Total financial assets,LE00000,AFA0000,82798
2021.03,Central bank,211,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Central bank,211,Financial assets Closing balance currency and deposits,LE00000,AFA0200,3992
2021.03,Central bank,211,Financial assets Closing balance debt securities,LE00000,AFA0300,70488
2021.03,Central bank,211,Financial assets Closing balance loans,LE00000,AFA0400,4444
2021.03,Central bank,211,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,262
2021.03,Central bank,211,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,0
2021.03,Central bank,211,Financial assets Closing balance financial derivatives,LE00000,AFA0700,3552
2021.03,Central bank,211,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,60
2021.03,Central bank,211,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,82906
2021.03,Central bank,211,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Central bank,211,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,76459
2021.03,Central bank,211,Financial liabilities Closing balance debt securities,LE00000,AFL0300,280
2021.03,Central bank,211,Financial liabilities Closing balance loans,LE00000,AFL0400,2015
2021.03,Central bank,211,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,2976
2021.03,Central bank,211,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2021.03,Central bank,211,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,425
2021.03,Central bank,211,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,751
2021.03,Central bank,211,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,108
2021.03,Central bank,211,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,79
2021.03,Central bank,211,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,29
2021.03,Central bank,211,Closing balance net worth,LE00000,B900000,0
2021.03,Central bank,211,Closing balance total liabilities and net worth,LE00000,L000000,82906
2021.03,Registered banks,221,Closing balance total assets,LE00000,A000000,631323
2021.03,Registered banks,221,Financial assets Closing balance Total financial assets,LE00000,AFA0000,624039
2021.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,36312
2021.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,57000
2021.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,501596
2021.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,24
2021.03,Registered banks,221,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2021.03,Registered banks,221,Financial assets Closing balance financial derivatives,LE00000,AFA0700,25831
2021.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,3276
2021.03,Registered banks,221,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,657356
2021.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,402233
2021.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,124384
2021.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,34520
2021.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,69426
2021.03,Registered banks,221,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2021.03,Registered banks,221,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,21417
2021.03,Registered banks,221,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,5377
2021.03,Registered banks,221,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,7284
2021.03,Registered banks,221,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,2519
2021.03,Registered banks,221,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,4765
2021.03,Registered banks,221,Closing balance net worth,LE00000,B900000,-26034
2021.03,Registered banks,221,Closing balance total liabilities and net worth,LE00000,L000000,631323
2021.03,Other depository institutions,222,Closing balance total assets,LE00000,A000000,3053
2021.03,Other depository institutions,222,Financial assets Closing balance Total financial assets,LE00000,AFA0000,2919
